Time (unixtime),CURRENT_VELOCITY,CURRENT_POSITION,REMAINING_STEPS,STACK_VOLTAGE,EXTERNAL_VOLTAGE,CURRENT_CONSUMPTION,CHECKSUM
1594905341.9750628,20000,1370325,0,345,11913,325,0x38
1594905341.990545,20000,1370601,0,345,11869,325,0x4
1594905342.0035236,20000,1370906,0,345,11913,325,0x36
1594905342.0165186,20000,1371168,0,336,11913,325,0x3f
1594905342.0294938,20000,1371426,0,354,11860,325,0x31
1594905342.0424063,20000,1371686,0,345,11851,325,0x31
1594905342.0553799,20000,1371945,0,345,11842,325,0x30
1594905342.0682225,20000,1372203,0,336,11851,325,0x31
1594905342.0809991,20000,1372457,0,336,11825,325,0x3c
1594905342.0936916,20000,1372714,0,336,11798,325,0x33
1594905342.1067808,20000,1372972,0,345,11780,325,0x32
1594905342.1197727,20000,1373235,0,345,11869,325,0x3f
1594905342.1329448,20000,1373491,0,345,11887,325,0x3a
1594905342.146291,20000,1373755,0,336,11896,325,0xd
1594905342.159431,20000,1374023,0,336,11825,325,0x6
1594905342.172346,20000,1374281,0,354,11825,325,0x6
1594905342.1873546,20000,1374552,0,345,11913,325,0x34
1594905342.200237,20000,1374844,0,345,11931,325,0x0
1594905342.2141714,20000,1375122,0,345,11878,325,0x34
1594905342.2266896,20000,1375375,0,345,11860,325,0x3e
1594905342.239155,20000,1375623,0,336,11860,325,0x2
1594905342.2515857,20000,1375869,0,345,11940,325,0x35
1594905342.2639768,20000,1376122,0,345,11922,325,0x3a
1594905342.2764919,20000,1376372,0,345,11869,325,0x32
1594905342.290827,20000,1376661,0,345,11904,325,0xf
1594905342.3036351,20000,1376909,0,336,11869,325,0x37
1594905342.3161738,20000,1377166,0,345,11860,325,0x32
1594905342.3288326,20000,1377415,0,336,11842,325,0x38
1594905342.341402,20000,1377666,0,354,11878,325,0x5
1594905342.3541312,20000,1377925,0,345,11887,325,0x3e
1594905342.3664303,20000,1378172,0,345,11904,325,0x35
1594905342.3787665,20000,1378414,0,345,11904,325,0x39
1594905342.393472,20000,1378712,0,345,11922,325,0xe
1594905342.406462,20000,1378971,0,345,11904,325,0xb
1594905342.418862,20000,1379218,0,345,11904,325,0xd
1594905342.4318643,20000,1379478,0,345,11887,325,0x39
1594905342.4442298,20000,1379725,0,345,11816,325,0x30
1594905342.4567106,20000,1379977,0,345,11851,325,0x38
1594905342.4691746,20000,1380222,0,345,11913,325,0x3a
1594905342.481833,20000,1380481,0,345,11904,325,0x9
1594905342.4957993,20000,1380754,0,345,11878,325,0x31
1594905342.5098464,20000,1381037,0,336,11825,325,0x30
1594905342.522247,20000,1381285,0,336,11842,325,0xc
1594905342.5346787,20000,1381535,0,345,11904,325,0x3f
1594905342.5468788,20000,1381781,0,345,11851,325,0x37
1594905342.5592535,20000,1382028,0,345,11869,325,0x3b
1594905342.5718982,20000,1382274,0,345,11887,325,0x30
1594905342.5844107,20000,1382529,0,345,11887,325,0x3c
1594905342.5980856,20000,1382802,0,336,11869,325,0x38
1594905342.6107688,20000,1383054,0,345,11834,325,0x37
1594905342.62316,20000,1383305,0,336,11825,325,0x32
1594905342.6370077,20000,1383583,0,345,11887,325,0x34
1594905342.6502585,20000,1383842,0,345,11904,325,0x35
1594905342.6627755,20000,1384095,0,336,11896,325,0x35
1594905342.6761208,20000,1384363,0,345,11816,325,0x3d
1594905342.688537,20000,1384611,0,345,11851,325,0x5
1594905342.7009058,20000,1384861,0,336,11896,325,0x37
1594905342.7158034,20000,1385157,0,345,11869,325,0x31
1594905342.7285023,20000,1385406,0,345,11878,325,0x35
1594905342.7409632,20000,1385661,0,345,11887,325,0x32
1594905342.7533357,20000,1385906,0,345,11860,325,0x3b
1594905342.76553,20000,1386155,0,336,11807,325,0x32
1594905342.7782488,20000,1386403,0,345,11878,325,0x34
1594905342.7909527,20000,1386661,0,336,11869,325,0x3f
1594905342.80339,20000,1386906,0,345,11896,325,0x33
1594905342.8155358,20000,1387155,0,345,11896,325,0x3a
1594905342.827884,20000,1387401,0,345,11842,325,0x9
1594905342.8416195,20000,1387675,0,345,11913,325,0x32
1594905342.8541567,20000,1387922,0,345,11913,325,0x35
1594905342.8665185,20000,1388171,0,345,11842,325,0x3c
1594905342.8793528,20000,1388425,0,345,11842,325,0x33
1594905342.8917248,20000,1388678,0,354,11834,325,0x3b
1594905342.919671,20000,1389226,0,345,11851,325,0xe
1594905342.9318995,20000,1389481,0,336,11851,325,0x36
1594905342.9577258,20000,1389988,0,345,11860,325,0x31
1594905342.970441,20000,1390249,0,345,11834,325,0x2
1594905342.983916,20000,1390516,0,345,11904,325,0xe
1594905342.9964514,20000,1390769,0,345,11887,325,0x30
1594905343.0094838,20000,1391031,0,345,11896,325,0x36
1594905343.0259693,20000,1391355,0,345,11904,325,0x31
1594905343.0384388,20000,1391606,0,354,11869,325,0x36
1594905343.0506556,20000,1391851,0,336,11869,325,0x37
1594905343.0840495,20000,1392115,0,336,11834,325,0x34
1594905343.0963466,20000,1392770,0,345,11842,325,0x38
1594905343.1158638,20000,1393148,0,345,11860,325,0x3c
1594905343.128238,20000,1393405,0,345,11869,325,0xb
1594905343.1409466,20000,1393661,0,345,11869,325,0x31
1594905343.153821,20000,1393915,0,345,11904,325,0x3
1594905343.1667686,20000,1394175,0,345,11887,325,0x32
1594905343.1809468,20000,1394437,0,345,11842,325,0x3c
1594905343.1934419,20000,1394709,0,345,11869,325,0x32
1594905343.2058957,20000,1394961,0,345,11860,325,0x3c
1594905343.2186701,20000,1395209,0,336,11860,325,0x33
1594905343.2316551,20000,1395471,0,345,11887,325,0x3b
1594905343.2444835,20000,1395723,0,345,11860,325,0x39
1594905343.2569416,20000,1395981,0,336,11834,325,0x39
1594905343.2694983,20000,1396228,0,345,11842,325,0x37
1594905343.282387,20000,1396489,0,345,11842,325,0x5
1594905343.2948756,20000,1396738,0,345,11869,325,0x32
1594905343.3076746,20000,1396995,0,345,11869,325,0x3f
1594905343.320557,20000,1397246,0,345,11896,325,0xa
1594905343.3339164,20000,1397509,0,345,11869,325,0x39
1594905343.3469071,20000,1397775,0,336,11896,325,0x33
1594905343.3598905,20000,1398029,0,345,11860,325,0x3a
1594905343.375357,20000,1398334,0,336,11896,325,0x3
1594905343.3887708,20000,1398606,0,345,11816,325,0x30
1594905343.4019642,20000,1398869,0,345,11878,325,0x38
1594905343.416399,20000,1399137,0,345,11878,325,0x7
1594905343.4314785,20000,1399463,0,336,11834,325,0x37
1594905343.4446523,20000,1399728,0,345,11869,325,0x39
1594905343.4579213,20000,1399995,0,336,11860,325,0x35
1594905343.4707336,20000,1400251,0,336,11904,325,0x3f
1594905343.4839947,20000,1400517,0,336,11860,325,0x37
1594905343.4967816,20000,1400771,0,345,11887,325,0x37
1594905343.509445,20000,1401026,0,345,11887,325,0x9
1594905343.522458,20000,1401284,0,345,11851,325,0xd
1594905343.5372427,20000,1401583,0,345,11816,325,0x30
1594905343.5500605,20000,1401837,0,345,11851,325,0x30
1594905343.5627975,20000,1402094,0,336,11834,325,0x3b
1594905343.5755286,20000,1402348,0,336,11816,325,0x3a
1594905343.5886574,20000,1402606,0,336,11834,325,0x3e
1594905343.6017768,20000,1402868,0,336,11878,325,0x3c
1594905343.6145802,20000,1403129,0,345,11896,325,0x30
1594905343.6276224,20000,1403387,0,345,11887,325,0x3b
1594905343.640575,20000,1403646,0,345,11878,325,0x7
1594905343.6532633,20000,1403903,0,336,11878,325,0x3c
1594905343.6659966,20000,1404158,0,345,11896,325,0x38
1594905343.6792517,20000,1404412,0,345,11851,325,0x34
1594905343.6919813,20000,1404675,0,336,11825,325,0x34
1594905343.7050657,20000,1404932,0,345,11842,325,0x36
1594905343.7177675,20000,1405191,0,336,11816,325,0x37
1594905343.7311785,20000,1405445,0,345,11842,325,0x32
1594905343.7442641,20000,1405718,0,336,11834,325,0x34
1594905343.7573957,20000,1405985,0,345,11842,325,0x30
1594905343.7701032,20000,1406241,0,336,11878,325,0x30
1594905343.7852943,20000,1406541,0,336,11834,325,0x39
1594905343.7982774,20000,1406804,0,345,11878,325,0x3f
1594905343.811073,20000,1407055,0,345,11842,325,0x7
1594905343.8255122,20000,1407315,0,345,11913,325,0x32
1594905343.8386066,20000,1407607,0,345,11887,325,0x36
1594905343.8518822,20000,1407872,0,345,11922,325,0x3d
1594905343.8647861,20000,1408131,0,345,11913,325,0x30
1594905343.8780694,20000,1408394,0,345,11851,325,0x34
1594905343.8912203,20000,1408655,0,336,11834,325,0x34
1594905343.9044993,20000,1408921,0,336,11913,325,0x35
1594905343.9173524,20000,1409182,0,345,11913,325,0x34
1594905343.931541,20000,1409463,0,345,11904,325,0xc
1594905343.9450555,20000,1409735,0,345,11860,325,0x39
1594905343.95759,20000,1409991,0,345,11860,325,0x33
1594905343.9702597,20000,1410243,0,345,11834,325,0x3e
1594905343.9838421,20000,1410511,0,345,11860,325,0x35
1594905343.9968033,20000,1410771,0,336,11878,325,0x3f
1594905344.0094373,20000,1411026,0,345,11887,325,0x3c
1594905344.022314,20000,1411281,0,336,11789,325,0xa
1594905344.035205,20000,1411541,0,345,11834,325,0xb
1594905344.0481954,20000,1411798,0,345,11851,325,0x3a
1594905344.0612133,20000,1412057,0,345,11869,325,0x37
1594905344.0738223,20000,1412311,0,345,11851,325,0x36
1594905344.0866024,20000,1412569,0,345,11860,325,0x3c
1594905344.0995092,20000,1412824,0,345,11825,325,0x39
1594905344.1125827,20000,1413085,0,345,11869,325,0x37
1594905344.1257036,20000,1413346,0,336,11887,325,0x31
1594905344.1385427,20000,1413606,0,345,11816,325,0x36
1594905344.151237,20000,1413861,0,345,11851,325,0x7
1594905344.1641095,20000,1414121,0,345,11825,325,0x33
1594905344.1770325,20000,1414381,0,345,11825,325,0x30
1594905344.1898527,20000,1414631,0,345,11834,325,0x33
1594905344.2029443,20000,1414892,0,345,11834,325,0x36
1594905344.2158623,20000,1415153,0,336,11860,325,0x35
1594905344.2287571,20000,1415412,0,345,11834,325,0x35
1594905344.2414074,20000,1415665,0,345,11887,325,0x33
1594905344.2544754,20000,1415923,0,345,11825,325,0x37
1594905344.26736,20000,1416184,0,345,11869,325,0x3e
1594905344.281335,20000,1416449,0,336,11896,325,0x6
1594905344.2942321,20000,1416721,0,345,11851,325,0x37
1594905344.3070173,20000,1416977,0,345,11860,325,0x34
1594905344.3200552,20000,1417235,0,336,11887,325,0x37
1594905344.3329558,20000,1417497,0,345,11887,325,0x3d
1594905344.3457847,20000,1417751,0,345,11887,325,0x39
1594905344.3586779,20000,1418008,0,336,11887,325,0x36
1594905344.3716714,20000,1418271,0,345,11904,325,0x34
1594905344.3846085,20000,1418527,0,345,11904,325,0x35
1594905344.3975673,20000,1418786,0,345,11887,325,0x38
1594905344.4105473,20000,1419044,0,345,11860,325,0x33
1594905344.423588,20000,1419303,0,336,11825,325,0x6
1594905344.4362655,20000,1419561,0,336,11834,325,0x31
1594905344.4489472,20000,1419817,0,345,11834,325,0x3c
1594905344.4620225,20000,1420077,0,345,11851,325,0x3e
1594905344.4747,20000,1420331,0,354,11807,325,0x9
1594905344.487653,20000,1420587,0,345,11851,325,0xa
1594905344.5010197,20000,1420847,0,336,11851,325,0x3f
1594905344.513926,20000,1421111,0,345,11922,325,0x4
1594905344.527311,20000,1421371,0,345,11931,325,0xb
1594905344.5422251,20000,1421649,0,345,11869,325,0x3d
1594905344.5556016,20000,1421941,0,345,11860,325,0x30
1594905344.5682724,20000,1422201,0,345,11896,325,0x39
1594905344.5818968,20000,1422464,0,345,11896,325,0x37
1594905344.5947354,20000,1422731,0,336,11780,325,0x36
1594905344.60763,20000,1422987,0,336,11780,325,0x3c
1594905344.6207166,20000,1423249,0,336,11834,325,0x32
1594905344.6335268,20000,1423504,0,345,11834,325,0x35
1594905344.6468832,20000,1423769,0,345,11878,325,0x3e
1594905344.6596293,20000,1424029,0,345,11878,325,0x3b
1594905344.6742797,20000,1424285,0,345,11869,325,0x35
1594905344.687745,20000,1424583,0,345,11772,325,0x0
1594905344.7007458,20000,1424849,0,345,11789,325,0x39
1594905344.7136424,20000,1425108,0,345,11825,325,0x35
1594905344.7267385,20000,1425364,0,345,11816,325,0x36
1594905344.7395468,20000,1425625,0,345,11860,325,0x3f
1594905344.7550251,20000,1425938,0,345,11798,325,0x37
1594905344.7689867,20000,1426215,0,336,11834,325,0x35
1594905344.7827046,20000,1426481,0,336,11834,325,0x3f
1594905344.7955425,20000,1426746,0,336,11887,325,0x3a
1594905344.8082955,20000,1427004,0,345,11904,325,0x32
1594905344.8210204,20000,1427255,0,336,11896,325,0x3c
1594905344.833852,20000,1427515,0,345,11887,325,0x1
1594905344.8466094,20000,1427767,0,345,11869,325,0x30
1594905344.8594797,20000,1428023,0,336,11834,325,0x3c
1594905344.872114,20000,1428281,0,345,11904,325,0x0
1594905344.885878,20000,1428552,0,345,11851,325,0x3
1594905344.8987799,20000,1428810,0,336,11842,325,0x35
1594905344.9115593,20000,1429066,0,345,11825,325,0x32
1594905344.9241352,20000,1429321,0,336,11763,325,0x32
1594905344.9369435,20000,1429571,0,336,11878,325,0x39
1594905344.951884,20000,1429828,0,345,11878,325,0x2
1594905344.964727,20000,1430128,0,345,11825,325,0xb
1594905344.9780517,20000,1430395,0,336,11878,325,0x3f
1594905344.990697,20000,1430651,0,336,11842,325,0x6
1594905345.0037427,20000,1430909,0,336,11878,325,0x31
1594905345.016776,20000,1431170,0,345,11851,325,0xd
1594905345.0294547,20000,1431426,0,345,11896,325,0x38
1594905345.04266,20000,1431684,0,345,11825,325,0x35
1594905345.0584903,20000,1431961,0,336,11834,325,0x30
1594905345.071215,20000,1432261,0,336,11825,325,0xb
1594905345.0851536,20000,1432525,0,345,11780,325,0x34
1594905345.0978298,20000,1432791,0,345,11807,325,0x30
1594905345.110542,20000,1433046,0,345,11825,325,0xa
1594905345.1235137,20000,1433303,0,345,11825,325,0x3b
1594905345.1364224,20000,1433561,0,354,11825,325,0x3d
1594905345.1490877,20000,1433815,0,345,11736,325,0x3e
1594905345.1617649,20000,1434071,0,336,11736,325,0x39
1594905345.1745808,20000,1434323,0,336,11763,325,0x30
1594905345.1899827,20000,1434587,0,336,11789,325,0x3f
1594905345.2028158,20000,1434889,0,336,11763,325,0x38
1594905345.215806,20000,1435152,0,336,11647,350,0xf
1594905345.2287407,20000,1435409,0,336,11630,375,0x37
1594905345.2418044,20000,1435670,0,345,11621,400,0x39
1594905345.2548423,20000,1435929,0,336,11639,400,0x36
1594905345.267722,20000,1436190,0,336,11683,400,0x4
1594905345.2808065,20000,1436450,0,336,11665,425,0x37
1594905345.2939496,20000,1436712,0,336,11692,425,0x31
1594905345.306689,20000,1436969,0,345,11709,425,0xc
1594905345.3198822,20000,1437227,0,336,11701,425,0x39
1594905345.3331618,20000,1437492,0,336,11621,425,0x34
1594905345.3474631,20000,1437781,0,336,11621,425,0x38
1594905345.361961,20000,1438055,0,345,11674,425,0x7
1594905345.374847,20000,1438331,0,336,11612,425,0x3
1594905345.3903253,20000,1438609,0,345,11470,475,0x3c
1594905345.4035215,20000,1438906,0,336,11576,500,0x35
1594905345.4167252,20000,1439169,0,336,11647,500,0x31
1594905345.4303017,20000,1439441,0,336,11559,500,0x31
1594905345.4426875,20000,1439692,0,336,11665,500,0x3d
1594905345.4554532,20000,1439944,0,336,11718,500,0x38
1594905345.4684231,20000,1440195,0,336,11656,500,0x33
1594905345.4815097,20000,1440461,0,345,11568,500,0x3f
1594905345.4942005,20000,1440721,0,336,11435,500,0x3d
1594905345.5068436,20000,1440971,0,336,11435,575,0x30
1594905345.5195951,20000,1441227,0,336,11550,625,0x32
1594905345.533765,20000,1441509,0,336,11630,625,0x8
1594905345.5464685,20000,1441766,0,345,11692,625,0x36
1594905345.5594738,20000,1442021,0,336,11736,625,0x33
1594905345.5725179,20000,1442283,0,336,11647,625,0x35
1594905345.5853114,20000,1442543,0,327,11674,625,0x3b
1594905345.5984006,20000,1442801,0,336,11621,625,0x39
1594905345.6114051,20000,1443061,0,336,11550,625,0x33
1594905345.62417,20000,1443317,0,336,11497,625,0x3b
1594905345.6369228,20000,1443575,0,336,11479,625,0x3d
1594905345.649846,20000,1443829,0,336,11497,625,0xa
1594905345.6630075,20000,1444090,0,336,11523,625,0x39
1594905345.6762428,20000,1444356,0,336,11656,625,0x3b
1594905345.6898425,20000,1444611,0,336,11683,625,0x32
1594905345.7032976,20000,1444890,0,327,11585,625,0x32
1594905345.7167113,20000,1445171,0,336,11523,625,0x33
1594905345.7322662,20000,1445481,0,336,11701,625,0x39
1594905345.7452974,20000,1445741,0,336,11585,625,0x30
1594905345.7585099,20000,1446006,0,336,11461,625,0x3d
1594905345.7732153,20000,1446301,0,336,11523,625,0x37
1594905345.7868605,20000,1446563,0,336,11630,625,0x30
1594905345.799473,20000,1446824,0,336,11656,625,0xb
1594905345.812435,20000,1447081,0,336,11727,625,0x4
1594905345.8254488,20000,1447341,0,336,11754,625,0x39
1594905345.8382802,20000,1447601,0,345,11701,625,0x38
1594905345.8512506,20000,1447861,0,336,11683,625,0x39
1594905345.8641229,20000,1448116,0,336,11674,625,0x38
1594905345.8769166,20000,1448376,0,345,11763,625,0x3c
1594905345.8897438,20000,1448626,0,336,11754,625,0x3c
1594905345.902677,20000,1448889,0,345,11789,625,0xf
1594905345.9156823,20000,1449147,0,336,11798,625,0x3e
1594905345.9289691,20000,1449410,0,345,11913,625,0x36
1594905345.9419742,20000,1449672,0,336,11851,625,0x33
1594905345.9550238,20000,1449934,0,345,11798,625,0x34
1594905345.9722087,20000,1450263,0,336,11869,625,0x31
1594905345.9855764,20000,1450544,0,336,11736,625,0x33
1594905345.998785,20000,1450813,0,336,11949,600,0xb
1594905346.0118022,20000,1451067,0,345,11851,600,0x34
1594905346.0246115,20000,1451326,0,345,11931,600,0x38
1594905346.0373166,20000,1451579,0,345,11869,600,0x3b
1594905346.0502257,20000,1451838,0,345,11904,575,0x39
1594905346.0629456,20000,1452092,0,345,11922,575,0x3b
1594905346.078523,20000,1452349,0,345,11922,575,0xf
1594905346.0910904,20000,1452658,0,345,11727,550,0x38
1594905346.1038582,20000,1452912,0,345,11798,550,0x3d
1594905346.116738,20000,1453169,0,336,11789,550,0x3
1594905346.1295025,20000,1453426,0,345,11736,550,0x3f
1594905346.142262,20000,1453681,0,345,11745,525,0xf
1594905346.1550236,20000,1453935,0,336,11692,525,0x37
1594905346.16821,20000,1454197,0,345,11789,525,0x35
1594905346.1836753,20000,1454504,0,336,11869,525,0x3f
1594905346.1970162,20000,1454763,0,345,11798,525,0x3e
1594905346.2105021,20000,1455035,0,336,11904,525,0x3b
1594905346.2233958,20000,1455303,0,336,11887,525,0x36
1594905346.237899,20000,1455592,0,336,11878,525,0x2
1594905346.254503,20000,1455923,0,336,11798,525,0xe
1594905346.2671301,20000,1456177,0,336,11736,525,0x35
1594905346.283047,20000,1456441,0,345,11825,525,0x6
1594905346.2958007,20000,1456749,0,345,11718,525,0x37
1594905346.3086677,20000,1457010,0,345,11709,525,0x37
1594905346.3215697,20000,1457267,0,336,11754,525,0x3f
1594905346.3343256,20000,1457521,0,345,11709,525,0x3d
1594905346.3471973,20000,1457778,0,336,11683,525,0x3e
1594905346.3600554,20000,1458036,0,336,11656,525,0x39
1594905346.3726573,20000,1458289,0,336,11745,525,0x3c
1594905346.3886924,20000,1458603,0,345,11772,525,0x31
1594905346.4017842,20000,1458866,0,336,11718,525,0x32
1594905346.4147027,20000,1459126,0,345,11763,525,0x39
1594905346.427968,20000,1459386,0,336,11842,525,0xc
1594905346.4413276,20000,1459650,0,345,11896,525,0x38
1594905346.4543164,20000,1459921,0,336,11736,525,0x34
1594905346.4680092,20000,1460181,0,336,11772,525,0x38
1594905346.4826107,20000,1460470,0,345,11745,525,0x3c
1594905346.495417,20000,1460741,0,345,11887,525,0x8
1594905346.5085235,20000,1461001,0,345,11851,525,0x37
1594905346.5211635,20000,1461261,0,336,11798,525,0x36
1594905346.5336392,20000,1461509,0,336,11878,525,0x32
1594905346.546239,20000,1461759,0,345,11904,525,0xf
1594905346.5589411,20000,1462012,0,345,11878,525,0x34
1594905346.5716908,20000,1462269,0,345,11878,525,0x3b
1594905346.5850997,20000,1462530,0,345,11904,525,0x31
1594905346.5979576,20000,1462796,0,345,11816,525,0x34
1594905346.6108744,20000,1463050,0,345,11851,525,0x35
1594905346.623588,20000,1463304,0,345,11896,525,0x6
1594905346.6399112,20000,1463563,0,345,11842,500,0x3a
1594905346.6532154,20000,1463892,0,345,11789,500,0x34
1594905346.666355,20000,1464161,0,345,11967,500,0xf
1594905346.680521,20000,1464430,0,336,11754,500,0x9
1594905346.6946602,20000,1464729,0,345,11869,475,0x35
1594905346.7079601,20000,1464993,0,345,11940,475,0x37
1594905346.7215304,20000,1465266,0,354,11842,475,0x3c
1594905346.7344053,20000,1465521,0,345,11816,450,0x3a
1594905346.7482977,20000,1465781,0,345,11798,450,0x39
1594905346.7607887,20000,1466052,0,336,11834,450,0x3f
1594905346.7734263,20000,1466304,0,345,11851,450,0x39
1594905346.7862072,20000,1466558,0,345,11878,450,0x33
1594905346.7993662,20000,1466818,0,345,11842,450,0x3b
1594905346.8225024,20000,1467286,0,345,11807,450,0x3b
1594905346.8355572,20000,1467543,0,336,11869,450,0x39
1594905346.848784,20000,1467810,0,336,11887,450,0x6
1594905346.8614447,20000,1468064,0,345,11904,450,0x3f
1594905346.87427,20000,1468321,0,345,11887,450,0x35
1594905346.88908,20000,1468612,0,345,11913,450,0x33
1594905346.9021022,20000,1468873,0,345,11878,450,0x3d
1594905346.9147918,20000,1469130,0,336,11869,450,0x37
1594905346.9274812,20000,1469384,0,345,11860,450,0x3f
1594905346.940139,20000,1469639,0,345,11922,450,0xe
1594905346.9528372,20000,1469892,0,336,11913,425,0x33
1594905346.9658701,20000,1470147,0,345,11949,425,0x35
1594905346.9790256,20000,1470403,0,336,11975,425,0x39
1594905346.9916997,20000,1470670,0,336,11896,425,0x35
1594905347.0046425,20000,1470924,0,345,11896,400,0x38
1594905347.0172248,20000,1471181,0,345,11931,400,0x39
1594905347.0299594,20000,1471432,0,336,11913,400,0x30
1594905347.0429287,20000,1471690,0,336,11887,400,0x3e
1594905347.0555866,20000,1471946,0,345,11949,375,0x37
1594905347.0681598,20000,1472199,0,336,11913,375,0x33
1594905347.0814488,20000,1472455,0,345,11904,375,0x36
1594905347.0943074,20000,1472718,0,345,11904,375,0x38
1594905347.1071808,20000,1472972,0,336,11984,350,0x3b
1594905347.1198819,20000,1473230,0,345,11949,350,0x34
1594905347.1326096,20000,1473487,0,345,11922,350,0x3b
1594905347.145605,20000,1473744,0,345,11940,350,0x9
1594905347.15831,20000,1473999,0,345,11958,325,0x31
1594905347.1713126,20000,1474258,0,345,11958,325,0x3f
1594905347.185153,20000,1474527,0,345,11967,325,0x6
1594905347.1985135,20000,1474798,0,345,11931,325,0x3a
1594905347.2114277,20000,1475058,0,345,11949,325,0x39
1594905347.2242584,20000,1475317,0,345,11931,325,0x35
1594905347.2390053,20000,1475616,0,345,11940,325,0x36
1594905347.2516513,20000,1475869,0,345,11922,325,0x3d
1594905347.2646172,20000,1476124,0,336,11913,325,0x3d
1594905347.2779615,20000,1476381,0,336,11913,325,0x3b
1594905347.2905915,20000,1476646,0,345,11860,325,0x3e
1594905347.3068721,20000,1476903,0,345,11860,325,0x3a
1594905347.3202744,20000,1477229,0,336,11807,325,0x30
1594905347.3338423,20000,1477509,0,336,11851,325,0x3c
1594905347.3469708,20000,1477772,0,345,11825,325,0x3c
1594905347.3599627,20000,1478030,0,336,11807,325,0x34
1594905347.3728418,20000,1478290,0,336,11878,325,0x32
1594905347.3875985,20000,1478579,0,345,11860,325,0x31
1594905347.4007454,20000,1478849,0,345,11878,325,0x3d
1594905347.413947,20000,1479110,0,336,11816,325,0xf
1594905347.4283776,20000,1479401,0,336,11816,325,0x3d
1594905347.4413853,20000,1479661,0,345,11869,325,0x32
1594905347.4541824,20000,1479916,0,345,11869,325,0x3b
1594905347.4673803,20000,1480175,0,345,11904,325,0x3d
1594905347.4804654,20000,1480441,0,336,11940,325,0x39
1594905347.4932435,20000,1480696,0,345,11922,325,0x30
1594905347.5060189,20000,1480953,0,345,11922,325,0x3b
1594905347.5186863,20000,1481209,0,345,11949,325,0x37
1594905347.5315194,20000,1481463,0,345,11958,325,0x34
1594905347.5445487,20000,1481721,0,345,11949,325,0x34
1594905347.5574887,20000,1481982,0,345,11949,325,0x3c
1594905347.570373,20000,1482241,0,345,11913,325,0x5
1594905347.5838084,20000,1482507,0,345,11896,325,0x33
1594905347.5968964,20000,1482769,0,345,11958,325,0x39
1594905347.6097958,20000,1483030,0,345,11958,325,0x36
1594905347.6225827,20000,1483286,0,345,11984,325,0x3a
1594905347.6356285,20000,1483543,0,345,12020,325,0x37
1594905347.648435,20000,1483804,0,345,11949,325,0xd
1594905347.66118,20000,1484059,0,336,11984,325,0x3f
1594905347.673837,20000,1484312,0,345,11967,325,0xc
1594905347.68661,20000,1484564,0,345,11967,325,0x3a
1594905347.6995347,20000,1484823,0,345,11993,325,0x33
1594905347.712804,20000,1485084,0,336,11949,325,0xf
1594905347.7304013,20000,1485381,0,345,11922,325,0x3a
1594905347.7437277,20000,1485706,0,336,11913,325,0x30
1594905347.75689,20000,1485972,0,345,11922,325,0x3b
1594905347.7699387,20000,1486229,0,345,11940,325,0x31
1594905347.783795,20000,1486501,0,336,11949,325,0xb
1594905347.796753,20000,1486767,0,345,11878,325,0x0
1594905347.8096182,20000,1487024,0,336,11878,325,0x30
1594905347.8223805,20000,1487281,0,336,11904,325,0x3d
1594905347.8353803,20000,1487538,0,345,11896,325,0x36
1594905347.848672,20000,1487804,0,345,11913,325,0x9
1594905347.8613467,20000,1488061,0,345,11922,325,0x31
1594905347.8744116,20000,1488318,0,345,11913,325,0x3e
1594905347.8874383,20000,1488579,0,345,11896,325,0x31
1594905347.9002638,20000,1488841,0,336,11816,325,0x36
1594905347.9129708,20000,1489092,0,336,11878,325,0x33
1594905347.926046,20000,1489350,0,345,11860,325,0x0
1594905347.939009,20000,1489610,0,345,11825,325,0x5
1594905347.9517074,20000,1489868,0,336,11878,325,0x3b
1594905347.964618,20000,1490124,0,336,11860,325,0x6
1594905347.9774396,20000,1490381,0,336,11834,325,0x3f
1594905347.990429,20000,1490641,0,345,11904,325,0xe
1594905348.0032403,20000,1490898,0,336,11922,325,0x32
1594905348.0164256,20000,1491161,0,336,11922,325,0x38
1594905348.029532,20000,1491421,0,345,11967,325,0x1
1594905348.0422049,20000,1491681,0,345,11896,325,0x30
1594905348.055129,20000,1491932,0,345,11949,325,0x7
1594905348.0678804,20000,1492192,0,345,11931,325,0x36
1594905348.0819016,20000,1492459,0,345,11896,325,0x3a
1594905348.0952625,20000,1492730,0,345,11940,325,0x34
1594905348.1089833,20000,1492996,0,345,11904,325,0x31
1594905348.1220338,20000,1493275,0,345,11949,325,0x3e
1594905348.1347482,20000,1493530,0,345,11967,325,0x32
1594905348.1480615,20000,1493784,0,336,11949,325,0x37
1594905348.1610253,20000,1494052,0,345,11913,325,0x3a
1594905348.1738067,20000,1494306,0,336,11887,325,0x3e
1594905348.1883407,20000,1494598,0,345,11860,325,0x3f
1594905348.2012186,20000,1494851,0,336,11887,325,0x35
1594905348.213975,20000,1495113,0,345,11878,325,0xa
1594905348.2285678,20000,1495364,0,345,11922,325,0x39
1594905348.241054,20000,1495661,0,345,11887,325,0x5
1594905348.2536077,20000,1495906,0,345,11904,325,0x35
1594905348.2659843,20000,1496158,0,345,11949,325,0x39
1594905348.2792807,20000,1496405,0,345,11940,325,0x3b
1594905348.2924304,20000,1496673,0,345,11913,325,0x35
1594905348.3050604,20000,1496933,0,336,11860,325,0x31
